GID,iso3,ID,subarea,hdi,population,fraction_urban_pop,fraction_pop_under5,sheddingRate_rota,shedding_duration_rota,incidence_urban_under5_rota,incidence_urban_5plus_rota,incidence_rural_under5_rota,incidence_rural_5plus_rota,sheddingRate_crypto,shedding_duration_crypto,incidence_urban_under5_crypto,incidence_urban_5plus_crypto,incidence_rural_under5_crypto,incidence_rural_5plus_crypto,flushSewer_urb,flushSeptic_urb,flushPit_urb,flushOpen_urb,flushUnknown_urb,pitSlab_urb,pitNoSlab_urb,compostingTwinSlab_urb,compostingTwinNoSlab_urb,compostingToilet_urb,bucketLatrine_urb,containerBased_urb,hangingToilet_urb,openDefecation_urb,other_urb,coverBury_urb,sewageTreated_urb,fecalSludgeTreated_urb,isWatertight_urb,hasLeach_urb,onsiteDumpedland_urb,emptyFrequency_urb,pitAdditive_urb,urine_urb,flushSewer_rur,flushSeptic_rur,flushPit_rur,flushOpen_rur,flushUnknown_rur,pitSlab_rur,pitNoSlab_rur,compostingTwinSlab_rur,compostingTwinNoSlab_rur,compostingToilet_rur,bucketLatrine_rur,containerBased_rur,hangingToilet_rur,openDefecation_rur,other_rur,coverBury_rur,sewageTreated_rur,fecalSludgeTreated_rur,isWatertight_rur,hasLeach_rur,onsiteDumpedland_rur,emptyFrequency_rur,pitAdditive_rur,urine_rur,FractionPrimarytreatment,FractionSecondarytreatment,FractionTertiarytreatment,FractionQuaternarytreatment,FractionPonds,fRemoval_treatment_virus,fRemoval_treatment_protozoa,fEmitted_inEffluent_after_treatment_virus,fEmitted_inEffluent_after_treatment_protozoa
QAT,QAT,187,Qatar,0.848,2694849,0.991352762,0.046913983,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.422535211,0.492957746,0.084507042,NA,NA,0.868873239,0.732676056,0.115126761,0.191126761
REU,REU,188,Reunion,NA,883247,0.995643348,0.072420888,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
ROU,ROU,189,Romania,0.816,19580634,0.539977306,0.048841955,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.272727273,0.727272727,0,NA,NA,0.895454545,0.790909091,0.084318182,0.130454545
RUS,RUS,190,Russia,0.824,143964709,0.744327243,0.063533253,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0224127,0.5966687,0.0149962,0.0149962,0.0149962,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.142033,0.3152648,0.0950332,0.0950332,0.0950332,0.1,3,None,Fresh Urine,0.416666667,0.5,0.083333333,NA,NA,0.87,0.735,0.113875,0.18875
RWA,RWA,191,Rwanda,0.536,12501156,0.172108643,0.145543127,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.051,0.031,0.01,0.003,0,0.848,0.046,NA,NA,0.003,0,NA,0,0.007,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.001,0.003,0,0.002,0,0.788,0.165,NA,NA,0.019,0,NA,0,0.017,0.003,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SAU,SAU,192,Saudi Arabia,0.857,33554343,0.838435072,0.085550307,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.567567568,0.432432432,0,NA,NA,0.836486486,0.672972973,0.148445946,0.249864865
SDN,SDN,193,Sudan,0.508,41511526,0.346415041,0.144565192,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.024,0.14,0.046,0.005,0.002,0.473,0.236,NA,NA,0.003,0,NA,0,0.05,0.021,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.001,0.008,0.007,0,0,0.262,0.295,NA,NA,0.004,0.001,NA,0,0.4,0.023,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SEN,SEN,194,Senegal,0.514,16294270,0.471923013,0.156196365,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.192,0.5625,0.0185,0.004,0.006,0.242,0.0155,NA,NA,0.001,5.00E-04,NA,0.008,0.027,0.0025,0.1757086,0.0429374,0,0,0,0.1,3,None,Fresh Urine,5.00E-04,0.291,0.022,0.002,0.0025,0.434,0.054,NA,NA,0.0065,0,NA,0.0375,0.2525,0.0045,0.2100927,0.0008771,0,0,0,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SGP,SGP,195,Singapore,0.935,5791901,1,0.044130062,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.02020202,0.474747475,0.505050505,NA,NA,0.966161616,0.902020202,0.018787879,0.028181818
SGS,SGS,196,South Georgia and the South Sandwich Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SHN,SHN,197,Saint Helena,NA,4074,0.398134512,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SJM,SJM,198,Svalbard and Jan Mayen,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLB,SLB,199,Solomon Islands,0.557,623281,0.237486784,0.150180964,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.23,0.432,0.129,0.002,0.005,0.142,0.032,NA,NA,0.003,0,NA,0,0.022,0.004,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.02,0.064,0.038,0.002,0,0.074,0.093,NA,NA,0.002,0,NA,0.024,0.667,0.016,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SLE,SLE,200,Sierra Leone,0.438,7719729,0.42054611,0.145249239,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.024,0.114,0.052,0.015,0.006,0.544,0.164,NA,NA,0.001,0.003,NA,0.029,0.04,0.009,0.2008303,0.0018905,0,0,0,0.1,3,None,Fresh Urine,0.001,0.006,0.009,0,0,0.257,0.408,NA,NA,0.002,0.002,NA,0.035,0.277,0.002,0.0840419,6.85E-05,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SLV,SLV,201,El Salvador,0.667,6411558,0.72023165,0.08883721,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.569,0.181,0,0,0,0.441,0,NA,NA,0.026,0,NA,0,0.003,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.012,0.204,0,0,0,1.162,0,NA,NA,0.151,0,NA,0,0.051,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SMR,SMR,202,San Marino,NA,33557,0.972256161,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SOM,SOM,203,Somalia,NA,15181925,0.449706806,0.177843456,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,0.219,0.076,0.307,0.014,0.012,0.295,0.062,NA,NA,0.001,0.004,NA,0.002,0.003,0.003,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,0.023,0.012,0.085,0.003,0,0.161,0.185,NA,NA,0.004,0.005,NA,0.008,0.452,0.06,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPM,SPM,204,Saint Pierre and Miquelon,NA,6342,0.90239672,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SRB,SRB,205,Serbia,0.799,8762027,0.56091781,0.047961458,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.833,0.145,0,0.001,0.001,0.015,0.004,NA,NA,0,0,NA,0,0,0.001,0.0507072,0.1708251,0.0103853,0.0103853,0.0103853,0.1,3,None,Fresh Urine,0.195,0.653,0.001,0.023,0.005,0.093,0.022,NA,NA,0,0,NA,0,0.002,0.005,0.9,0.0417479,0,NA,NA,0.1,3,None,Fresh Urine,0.594594595,0.27027027,0.135135135,NA,NA,0.836486486,0.664864865,0.151486486,0.260810811
SSD,SSD,206,South Sudan,0.413,12919053,0.196149362,0.152531118,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
STP,STP,207,São Tomé and Príncipe,0.609,208818,0.728031108,0.144888917,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.214,0.044,0.039,0,0,0.273,0,NA,NA,0,0.003,NA,0,0.419,0.008,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.096,0.028,0.019,0,0,0.233,0,NA,NA,0,0.002,NA,0,0.613,0.01,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUR,SUR,208,Suriname,0.724,568301,0.660595354,0.088958362,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.017,0.894,0.006,0,0.001,0.06,0.017,NA,NA,0,0,NA,0,0.002,0.002,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.009,0.455,0.032,0.001,0,0.247,0.05,NA,NA,0.001,0.001,NA,0.001,0.185,0.018,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,0.5,0.5,0,NA,NA,0.85,0.7,0.13375,0.2225
SVK,SVK,209,Slovakia,0.857,5449816,0.537257221,0.051961456,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.815,0.157,0,0,0,0.038,0,NA,NA,0,0.007,NA,0,0,0,0.0522723,0.7807785,0.0505958,0.0505958,0.0505958,0.1,3,None,Fresh Urine,0.552,0.392,0,0,0,0.112,0,NA,NA,0,0,NA,0,0,0,0.1220596,0.5170624,0.1181449,0.1181449,0.1181449,0.1,3,None,Fresh Urine,0.016949153,0.796610169,0.186440678,NA,NA,0.954067797,0.896949153,0.024771186,0.026864407
SVN,SVN,210,Slovenia,0.902,2081260,0.545406629,0.048713474,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,0.018518519,0.666666667,0.314814815,NA,NA,0.958888889,0.898888889,0.022416667,0.0275
SWE,SWE,211,Sweden,0.937,9982709,0.874310871,0.059553809,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0352971,0.8714254,0.0352971,0.0352971,0.0352971,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0631544,0.7517166,0.0631544,0.0631544,0.0631544,0.1,3,None,Fresh Urine,0,0.046511628,0.953488372,NA,NA,0.988139535,0.919069767,0.004976744,0.02
SWZ,SWZ,212,Swaziland,0.608,1391385,0.23799236,0.123841974,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.316,0.179,0.015,0.004,0.002,0.428,0.049,NA,NA,0,0,NA,0,0.005,0,0,0.1019473,0.28,NA,NA,0.1,3,None,Fresh Urine,0.02,0.038,0.007,0,0.001,0.715,0.074,NA,NA,0,0,NA,0,0.144,0.001,0.9,0.0100481,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
SXM,SXM,213,Sint Maarten,NA,40552,1,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYC,SYC,214,Seychelles,0.801,95235,0.566902924,0.081014846,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.66,0.41,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,0.66,0.4,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
SYR,SYR,215,Syria,0.549,18284407,0.541621995,0.109658512,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.959,0.012,0,0,0,0.026,0.002,NA,NA,0,0,NA,0,0.001,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.445,0.127,0,0,0,0.37,0.034,NA,NA,0,0,NA,0,0.023,0.001,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,0.410958904,0.493150685,0.095890411,NA,NA,0.871643836,0.737534247,0.112369863,0.186438356
TCA,TCA,216,Turks and Caicos Islands,NA,35963,0.930984623,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
TCD,TCD,217,Chad,0.401,15353184,0.230589238,0.17840376,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.041,0.012,0.003,0,0.475,0.287,NA,NA,0,0.001,NA,0.01,0.171,0.002,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0,0.001,0.001,0,0,0.036,0.109,NA,NA,0,0.001,NA,0.008,0.844,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
TGO,TGO,218,Togo,0.513,7990926,0.417016501,0.147372721,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.012,0.408,0.046,0.005,0.001,0.336,0.057,NA,NA,0,0,NA,0,0.131,0.003,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0,0.041,0.005,0,0,0.147,0.087,NA,NA,0.011,0,NA,0.003,0.706,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
THA,THA,219,Thailand,0.765,69183173,0.499486747,0.051519386,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.108,0.866,0.021,0.003,0,0.001,0,NA,NA,0,0,NA,0,0.001,0,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.052,0.896,0.046,0,0,0.001,0,NA,NA,0,0,NA,0,0.004,0,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
TJK,TJK,220,Tajikistan,0.656,9107211,0.271343774,0.142252142,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.552,0.003,0.015,0.007,0,0.824,0.012,NA,NA,0,0,NA,0,0.001,0.003,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0.001,0,0.003,0.002,0,1.908,0.07,NA,NA,0.001,0,NA,0,0.004,0.001,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
TKL,TKL,221,Tokelau,NA,1319,0,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
TKM,TKM,222,Turkmenistan,0.71,5851466,0.515933443,0.109607777,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,0.625,0.375,0,NA,NA,0.825,0.65,0.1609375,0.273125
TLS,TLS,223,Timor-Leste,0.626,1324094,0.305778895,0.135071547,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
TON,TON,224,Tonga,0.717,109008,0.231313298,0.11543374,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0,0.908,0.04,0,0,0.026,0.002,NA,NA,0.001,0.034,NA,0,0,0.019,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,0,0.776,0.079,0.002,0,0.116,0.098,NA,NA,0.003,0.022,NA,0,0,0.023,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
TTO,TTO,225,Trinidad and Tobago,0.799,1372598,0.531841807,0.063141528,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.22,0.28,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.22,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
TUN,TUN,226,Tunisia,0.739,11659174,0.689450728,0.084963741,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.682,0.186,0,0.009,0,0,0,NA,NA,0,0,NA,0,0.001,0.121,0.0614009,0.7608197,0.0607068,0.0607068,0.0607068,0.1,3,None,Fresh Urine,0.082,0.728,0,0.093,0,0,0,NA,NA,0,0,NA,0,0.028,0.069,0.9,0.0739426,0,NA,NA,0.1,3,None,Fresh Urine,0.811320755,0.188679245,0,NA,NA,0.787735849,0.575471698,0.201462264,0.348584906
TUR,TUR,227,Turkey,0.807,81916871,0.751428701,0.077866026,1.00E+10,7,0.08,0.01,0.08,0.01,1.00E+09,7,0.05,0.05,0.05,0.05,0.96,0.03,0,0,0,0.06,0.005,NA,NA,0,0,NA,0,0,0,0.0089341,0.6812018,0.0063042,0.0063042,0.0063042,0.1,3,None,Fresh Urine,0.435,0.432,0,0,0,0.864,0.113,NA,NA,0,0,NA,0,0.014,0.005,0.4,0.3025764,0.4,NA,NA,0.1,3,None,Fresh Urine,0.285714286,0.387755102,0.326530612,NA,NA,0.905918367,0.792244898,0.080285714,0.135714286
TUV,TUV,228,Tuvalu,NA,11287,0.623903606,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0418393,0,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0972453,0,0,0,0,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA
TWN,TWN,229,Taiwan,NA,23694089,0.781557417,0.042454824,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,3,None,Fresh Urine,0.722222222,0.277777778,0,NA,NA,0.805555556,0.611111111,0.182083333,0.3125
TZA,TZA,230,Tanzania,0.528,59091392,0.337757232,0.163032231,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.023,0.276,0.242,0.03,0.001,0.32,0.099,NA,NA,0.004,0,NA,0,0.006,0,0.3082662,0.0061506,0,0,0,0.1,3,None,Fresh Urine,0.004,0.041,0.057,0.005,0.002,0.364,0.405,NA,NA,0.02,0.001,NA,0.001,0.097,0.003,0.2231534,0.0007022,0,0,0,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
UGA,UGA,231,Uganda,0.528,44270563,0.237744503,0.170438753,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.014,0.062,0.039,0.002,0.006,0.506,0.35,NA,NA,0.009,0,NA,0,0.012,0,0,0.0042451,0.28,NA,NA,0.1,3,None,Fresh Urine,0.002,0.002,0,0,0,0.226,0.676,NA,NA,0.001,0.001,NA,0.002,0.081,0.01,0.9,0.0005484,0,NA,NA,0.1,3,None,Fresh Urine,1,0,0,NA,NA,0.75,0.5,0.2425,0.425
UKR,UKR,232,Ukraine,0.75,44009214,0.693524542,0.048334514,1.00E+10,7,0.24,0.01,0.24,0.01,1.00E+09,7,0.1,0.1,0.1,0.1,0.699,0.018,0.071,0,0,0.202,0.006,NA,NA,0.003,0.001,NA,0,0,0,0.1310977,0.4446968,0.0819112,0.0819112,0.0819112,0.1,3,None,Fresh Urine,0.059,0.022,0.07,0,0.001,0.806,0.02,NA,NA,0.012,0.009,NA,0,0.001,0,0.9,0.0155716,0,NA,NA,0.1,3,None,Fresh Urine,0.5,0.5,0,NA,NA,0.85,0.7,0.13375,0.2225
UMI,UMI,233,United States Minor Outlying Islands,NA,NA,NA,NA,1.00E+10,7,NA,NA,NA,NA,1.00E+09,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
